"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Kodagu","swamp","Synergistic impacts of anthropogenic fires and aridity on plant diversity in the Western Ghats: Implications for management of ancient social-ecological systems",2021,"Kulkarni et al","paleoecology","sediment core","vegetation change; colonialism","pollen, charcoal","taxon diversity, fire management; agricultural practices","counts","dataset","local; regional","4100bp",12.15389,75.71306,"yes","yes","https://doi.org/10.1016/j.jenvman.2021.111957",NA,NA,"Charuta Kulkarni"
