"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Llaviucu","lake",NA,2021,"Benito et al","paleoecology","sediment core","colonialism","diatoms, pollen, charcoal, xrf","agropastoralism practices; aquatic change","counts","dataset","local","3000bp",-2.84281,-79.14709,"yes","yes","https://doi.org/10.1002/lno.11747",NA,NA,"Xavier Benito"
