"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","adelaide","lake",NA,2015,"Jara et al","paleclimate","sediment core",NA,"pollen","taxon diversity, temperature","counts","daset","regional","16100bp",-40.93,172.53,"yes","no","https://doi.org/10.1002/jqs.2818",NA,NA,"Ignacio J Parra"
