"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Lago Lynch","peat bog",NA,2018,"Mansilla et al","paleoecology","sediment core","Holocene climate change, fire, vegetation change","pollen, charcoal, orgnic content","climate, fire, environmental change","counts","dataset","local; regional","15600bp",-53.9056,-69.4386,"yes","no","doi:10.1016/j.palaeo.2018.07.014",NA,NA,"Claudia A. Mansilla"
