"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Amila_4","mangrove swamp","Geochemistry and sedimentology of tropical mangrove sediments
along the southwest coast of Sri Lanka: Fingerprints for development
history of wetlands",2021,"Senanayake et al","paleclimate","sediment core","Sea-level","Geochemical proxies","Climate","counts, percentage","Study_case; dataset","local; regional","2500bp",6.17,80.08,"yes","yes","https://doi.org/10.1016/j.rsma.2021.101884",NA,NA,"Amila Sandaruwan Ratnayake"
