"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Punta Yartou","peat bog",NA,2016,"Mansilla et al","paleoecology","sediment core","Holocene climate change, fire, vegetation change","pollen, charcoal, orgnic content","climate, fire, environmental change","counts","dataset","local; regional","26000bp",-53.8599,-70.1144,"yes","no","http://dx.doi.org/10.1016/j.palaeo.2016.01.041",NA,NA,"Claudia A. Mansilla"
