"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","MAHB","Hypersaline lake","Vegetation history of the Maharlou Lake basin (SW Iran) with special reference to the Achaemenid period (550–330 bc)",2020,"Saeidi Ghavi Andam et al","paleoecology","sediment core","vegetation change, tree cultivation","pollen","agropastoralism practices; human activity, taxon diversity, climate","counts","Study_case; dataset","local","3731bp",29.46725,52.72866,"yes","yes","https://doi.org/10.1007/s00334-020-00810-1",NA,NA,"Sara Saeidi g.a."
