"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Ilam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
