"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","Amila_1","shallow lake","Middle to late Holocene environmental changes in the depositional system of the tropical brackish Bolgoda Lake, coastal southwest Sri Lanka",2017,"Ratnayake et al","paleclimate","sediment core","Holocene climatic, sea-level, vegetation and monsoon changes","Organic content","nutrient, salanity","percentage","Study_case; dataset","local; regional","7500bp",6.44,79.55,"yes","yes","http://dx.doi.org/10.1016/j.palaeo.2016.10.024",NA,NA,"Amila Sandaruwan Ratnayake"
