"","id","entity","title","year_published","authors","theme","archive","topic","proxy","indicator","unit","type","spatial_scale","time_range","latitude","longitude","is_published","raw_data_available","DOI_paper","DOI_data","URL","Who"
"1","TMGM2","costal paleo-lagoon","Holocene vegetation hitory and sea level changes in the SE corner of the Caspian Sea: relevance to SW Asia climate",2013,"Leroy et al","paleoecology","sediment core","vegetation history , sea level change, climate","pollen","Sea water level changes, climate, vegetation change","counts","Study_case; dataset","regional","11052bp",39.151,54.056,"yes","yes","http://dx.doi.org/10.1016/j.quascirev.2013.03.004",NA,NA,"Sara Saeidi g.a."
