proxy,depth,upper_age,lower_age,age,variable,count
llaviucu_diatoms_counts,65,632,681,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,91,1703,1742,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,95,1839,1874,NA,Eunotia.bilunaris,7
llaviucu_diatoms_counts,97,1908,1941,NA,Eunotia.bilunaris,2
llaviucu_diatoms_counts,98,1941,1973,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,101,2035,2052,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,105,2127,2155,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,110,2260,2285,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,111,2285,2310,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,121,2509,2531,NA,Eunotia.bilunaris,2
llaviucu_diatoms_counts,123,2551,2572,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,135,2707,2717,NA,Eunotia.bilunaris,3
llaviucu_diatoms_counts,137,2735,2752,NA,Eunotia.bilunaris,4
llaviucu_diatoms_counts,138,2752,2759,NA,Eunotia.bilunaris,2
llaviucu_diatoms_counts,140,2776,2793,NA,Eunotia.bilunaris,3
llaviucu_diatoms_counts,145,2852,2868,NA,Eunotia.bilunaris,3
llaviucu_diatoms_counts,155,2967,2982,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,162,3036,3045,NA,Eunotia.bilunaris,4
llaviucu_diatoms_counts,163,3045,3060,NA,Eunotia.bilunaris,2
llaviucu_diatoms_counts,167,3083,3096,NA,Eunotia.bilunaris,5
llaviucu_diatoms_counts,169,3104,3113,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,170,3113,3123,NA,Eunotia.bilunaris,2
llaviucu_diatoms_counts,173,3140,3151,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,175,3162,3172,NA,Eunotia.bilunaris,1
llaviucu_diatoms_counts,178,3194,3208,NA,Eunotia.bilunaris,2
llaviucu_diatoms_counts,19,11,16,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,21,24,35,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,22,35,45,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,26,63,71,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,43,144,154,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,47,180,184,NA,Eunotia.cf.andinofrequens,8
llaviucu_diatoms_counts,49,200,218,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,55,317,349,NA,Eunotia.cf.andinofrequens,2
llaviucu_diatoms_counts,57,385,424,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,67,724,787,NA,Eunotia.cf.andinofrequens,2
llaviucu_diatoms_counts,73,1038,1097,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,75,1155,1206,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,78,1255,1308,NA,Eunotia.cf.andinofrequens,3
llaviucu_diatoms_counts,80,1349,1354,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,83,1430,1458,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,85,1505,1550,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,88,1636,1655,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,95,1839,1874,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,97,1908,1941,NA,Eunotia.cf.andinofrequens,3
llaviucu_diatoms_counts,98,1941,1973,NA,Eunotia.cf.andinofrequens,6
llaviucu_diatoms_counts,101,2035,2052,NA,Eunotia.cf.andinofrequens,6
llaviucu_diatoms_counts,103,2070,2099,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,107,2182,2208,NA,Eunotia.cf.andinofrequens,3
llaviucu_diatoms_counts,108,2208,2234,NA,Eunotia.cf.andinofrequens,2
llaviucu_diatoms_counts,110,2260,2285,NA,Eunotia.cf.andinofrequens,8
llaviucu_diatoms_counts,114,2358,2382,NA,Eunotia.cf.andinofrequens,7
llaviucu_diatoms_counts,115,2382,2405,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,120,2488,2509,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,123,2551,2572,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,128,2613,2616,NA,Eunotia.cf.andinofrequens,2
llaviucu_diatoms_counts,135,2707,2717,NA,Eunotia.cf.andinofrequens,4
llaviucu_diatoms_counts,137,2735,2752,NA,Eunotia.cf.andinofrequens,3
llaviucu_diatoms_counts,138,2752,2759,NA,Eunotia.cf.andinofrequens,4
llaviucu_diatoms_counts,140,2776,2793,NA,Eunotia.cf.andinofrequens,13
llaviucu_diatoms_counts,141,2793,2803,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,143,2820,2836,NA,Eunotia.cf.andinofrequens,12
llaviucu_diatoms_counts,145,2852,2868,NA,Eunotia.cf.andinofrequens,3
llaviucu_diatoms_counts,150,2931,2946,NA,Eunotia.cf.andinofrequens,8
llaviucu_diatoms_counts,155,2967,2982,NA,Eunotia.cf.andinofrequens,11
llaviucu_diatoms_counts,158,3000,3003,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,160,3016,3028,NA,Eunotia.cf.andinofrequens,3
llaviucu_diatoms_counts,162,3036,3045,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,163,3045,3060,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,165,3064,3075,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,167,3083,3096,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,169,3104,3113,NA,Eunotia.cf.andinofrequens,1
llaviucu_diatoms_counts,173,3140,3151,NA,Eunotia.cf.andinofrequens,7
llaviucu_diatoms_counts,175,3162,3172,NA,Eunotia.cf.andinofrequens,5
llaviucu_diatoms_counts,31,93,99,NA,Eunotia.cf.arcus,9
llaviucu_diatoms_counts,33,104,110,NA,Eunotia.cf.arcus,4
llaviucu_diatoms_counts,35,114,115,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,40,126,127,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,47,180,184,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,49,200,218,NA,Eunotia.cf.arcus,3
llaviucu_diatoms_counts,50,218,239,NA,Eunotia.cf.arcus,3
llaviucu_diatoms_counts,52,251,262,NA,Eunotia.cf.arcus,2
llaviucu_diatoms_counts,55,317,349,NA,Eunotia.cf.arcus,15
llaviucu_diatoms_counts,60,456,501,NA,Eunotia.cf.arcus,2
llaviucu_diatoms_counts,64,587,632,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,80,1349,1354,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,93,1765,1802,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,95,1839,1874,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,98,1941,1973,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,103,2070,2099,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,107,2182,2208,NA,Eunotia.cf.arcus,2
llaviucu_diatoms_counts,114,2358,2382,NA,Eunotia.cf.arcus,6
llaviucu_diatoms_counts,125,2586,2591,NA,Eunotia.cf.arcus,5
llaviucu_diatoms_counts,135,2707,2717,NA,Eunotia.cf.arcus,5
llaviucu_diatoms_counts,137,2735,2752,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,145,2852,2868,NA,Eunotia.cf.arcus,3
llaviucu_diatoms_counts,150,2931,2946,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,155,2967,2982,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,160,3016,3028,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,163,3045,3060,NA,Eunotia.cf.arcus,3
llaviucu_diatoms_counts,167,3083,3096,NA,Eunotia.cf.arcus,5
llaviucu_diatoms_counts,170,3113,3123,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,178,3194,3208,NA,Eunotia.cf.arcus,1
llaviucu_diatoms_counts,6,-42,-38,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,8,-35,-31,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,12,-21,-15,NA,Eunotia.cf.implicata,3
llaviucu_diatoms_counts,15,-8,-6,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,19,11,16,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,21,24,35,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,64,587,632,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,75,1155,1206,NA,Eunotia.cf.implicata,7
llaviucu_diatoms_counts,78,1255,1308,NA,Eunotia.cf.implicata,13
llaviucu_diatoms_counts,80,1349,1354,NA,Eunotia.cf.implicata,15
llaviucu_diatoms_counts,83,1430,1458,NA,Eunotia.cf.implicata,9
llaviucu_diatoms_counts,85,1505,1550,NA,Eunotia.cf.implicata,5
llaviucu_diatoms_counts,88,1636,1655,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,90,1690,1703,NA,Eunotia.cf.implicata,4
llaviucu_diatoms_counts,91,1703,1742,NA,Eunotia.cf.implicata,31
llaviucu_diatoms_counts,93,1765,1802,NA,Eunotia.cf.implicata,2
llaviucu_diatoms_counts,95,1839,1874,NA,Eunotia.cf.implicata,19
llaviucu_diatoms_counts,97,1908,1941,NA,Eunotia.cf.implicata,4
llaviucu_diatoms_counts,98,1941,1973,NA,Eunotia.cf.implicata,3
llaviucu_diatoms_counts,101,2035,2052,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,103,2070,2099,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,105,2127,2155,NA,Eunotia.cf.implicata,2
llaviucu_diatoms_counts,111,2285,2310,NA,Eunotia.cf.implicata,3
llaviucu_diatoms_counts,118,2450,2472,NA,Eunotia.cf.implicata,5
llaviucu_diatoms_counts,125,2586,2591,NA,Eunotia.cf.implicata,3
llaviucu_diatoms_counts,133,2687,2705,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,135,2707,2717,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,137,2735,2752,NA,Eunotia.cf.implicata,6
llaviucu_diatoms_counts,138,2752,2759,NA,Eunotia.cf.implicata,1
llaviucu_diatoms_counts,177,3181,3194,NA,Eunotia.cf.implicata,4
llaviucu_diatoms_counts,178,3194,3208,NA,Eunotia.cf.implicata,5
llaviucu_diatoms_counts,180,3208,3227,NA,Eunotia.cf.implicata,3
llaviucu_diatoms_counts,185,3227,3245,NA,Eunotia.cf.implicata,4
llaviucu_diatoms_counts,47,180,184,NA,Eunotia.formica,1
llaviucu_diatoms_counts,57,385,424,NA,Eunotia.formica,4
llaviucu_diatoms_counts,68,787,850,NA,Eunotia.formica,1
llaviucu_diatoms_counts,78,1255,1308,NA,Eunotia.formica,1
llaviucu_diatoms_counts,80,1349,1354,NA,Eunotia.formica,1
llaviucu_diatoms_counts,88,1636,1655,NA,Eunotia.formica,1
llaviucu_diatoms_counts,95,1839,1874,NA,Eunotia.formica,3
llaviucu_diatoms_counts,97,1908,1941,NA,Eunotia.formica,1
llaviucu_diatoms_counts,98,1941,1973,NA,Eunotia.formica,3
llaviucu_diatoms_counts,101,2035,2052,NA,Eunotia.formica,6
llaviucu_diatoms_counts,110,2260,2285,NA,Eunotia.formica,1
llaviucu_diatoms_counts,120,2488,2509,NA,Eunotia.formica,2
llaviucu_diatoms_counts,162,3036,3045,NA,Eunotia.formica,1
llaviucu_diatoms_counts,163,3045,3060,NA,Eunotia.formica,1
llaviucu_diatoms_counts,165,3064,3075,NA,Eunotia.formica,1
llaviucu_diatoms_counts,49,200,218,NA,Eunotia.incisa,1
llaviucu_diatoms_counts,55,317,349,NA,Eunotia.incisa,1
llaviucu_diatoms_counts,180,3208,3227,NA,Eunotia.incisa,1
llaviucu_diatoms_counts,73,1038,1097,NA,Eunotia.minor,1
llaviucu_diatoms_counts,155,2967,2982,NA,Eunotia.minor,1
llaviucu_diatoms_counts,160,3016,3028,NA,Eunotia.minor,1
llaviucu_diatoms_counts,180,3208,3227,NA,Eunotia.minor,1
llaviucu_diatoms_counts,9,-31,-28,NA,Eunotia.monodon,1
llaviucu_diatoms_counts,125,2586,2591,NA,Eunotia.monodon,2
llaviucu_diatoms_counts,1,-63,-59,NA,Eunotia.pectinalis,7
llaviucu_diatoms_counts,9,-31,-28,NA,Eunotia.pectinalis,1
llaviucu_diatoms_counts,28,78,85,NA,Eunotia.pectinalis,4
llaviucu_diatoms_counts,30,88,93,NA,Eunotia.pectinalis,1
llaviucu_diatoms_counts,35,114,115,NA,Eunotia.pectinalis,3
llaviucu_diatoms_counts,45,166,180,NA,Eunotia.pectinalis,1
llaviucu_diatoms_counts,1,-63,-59,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,2,-59,-55,NA,Eunotia.sp.1.LLAVIUCU,4
llaviucu_diatoms_counts,11,-25,-21,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,97,1908,1941,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,103,2070,2099,NA,Eunotia.sp.1.LLAVIUCU,3
llaviucu_diatoms_counts,108,2208,2234,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,118,2450,2472,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,120,2488,2509,NA,Eunotia.sp.1.LLAVIUCU,24
llaviucu_diatoms_counts,121,2509,2531,NA,Eunotia.sp.1.LLAVIUCU,11
llaviucu_diatoms_counts,123,2551,2572,NA,Eunotia.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,131,2649,2668,NA,Eunotia.sp.1.LLAVIUCU,7
llaviucu_diatoms_counts,135,2707,2717,NA,Eunotia.sp.1.LLAVIUCU,3
llaviucu_diatoms_counts,140,2776,2793,NA,Eunotia.sp.1.LLAVIUCU,12
llaviucu_diatoms_counts,141,2793,2803,NA,Eunotia.sp.1.LLAVIUCU,16
llaviucu_diatoms_counts,143,2820,2836,NA,Eunotia.sp.1.LLAVIUCU,16
llaviucu_diatoms_counts,145,2852,2868,NA,Eunotia.sp.1.LLAVIUCU,6
llaviucu_diatoms_counts,147,2884,2900,NA,Eunotia.sp.1.LLAVIUCU,22
llaviucu_diatoms_counts,150,2931,2946,NA,Eunotia.sp.1.LLAVIUCU,8
llaviucu_diatoms_counts,153,2961,2962,NA,Eunotia.sp.1.LLAVIUCU,4
llaviucu_diatoms_counts,155,2967,2982,NA,Eunotia.sp.1.LLAVIUCU,22
llaviucu_diatoms_counts,157,2997,3000,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,158,3000,3003,NA,Eunotia.sp.1.LLAVIUCU,21
llaviucu_diatoms_counts,160,3016,3028,NA,Eunotia.sp.1.LLAVIUCU,11
llaviucu_diatoms_counts,162,3036,3045,NA,Eunotia.sp.1.LLAVIUCU,5
llaviucu_diatoms_counts,163,3045,3060,NA,Eunotia.sp.1.LLAVIUCU,9
llaviucu_diatoms_counts,165,3064,3075,NA,Eunotia.sp.1.LLAVIUCU,9
llaviucu_diatoms_counts,167,3083,3096,NA,Eunotia.sp.1.LLAVIUCU,10
llaviucu_diatoms_counts,169,3104,3113,NA,Eunotia.sp.1.LLAVIUCU,21
llaviucu_diatoms_counts,170,3113,3123,NA,Eunotia.sp.1.LLAVIUCU,10
llaviucu_diatoms_counts,173,3140,3151,NA,Eunotia.sp.1.LLAVIUCU,15
llaviucu_diatoms_counts,175,3162,3172,NA,Eunotia.sp.1.LLAVIUCU,14
llaviucu_diatoms_counts,177,3181,3194,NA,Eunotia.sp.1.LLAVIUCU,5
llaviucu_diatoms_counts,178,3194,3208,NA,Eunotia.sp.1.LLAVIUCU,5
llaviucu_diatoms_counts,180,3208,3227,NA,Eunotia.sp.1.LLAVIUCU,8
llaviucu_diatoms_counts,185,3227,3245,NA,Eunotia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,38,121,123,NA,Eunotia.spp..girdle.view,2
llaviucu_diatoms_counts,45,166,180,NA,Eunotia.spp..girdle.view,3
llaviucu_diatoms_counts,68,787,850,NA,Eunotia.spp..girdle.view,1
llaviucu_diatoms_counts,97,1908,1941,NA,Eunotia.spp..girdle.view,1
llaviucu_diatoms_counts,120,2488,2509,NA,Eunotia.spp..girdle.view,6
llaviucu_diatoms_counts,143,2820,2836,NA,Eunotia.spp..girdle.view,2
llaviucu_diatoms_counts,145,2852,2868,NA,Eunotia.spp..girdle.view,1
llaviucu_diatoms_counts,163,3045,3060,NA,Eunotia.spp..girdle.view,1
llaviucu_diatoms_counts,52,251,262,NA,Eunotia.tecta,1
llaviucu_diatoms_counts,95,1839,1874,NA,Eunotia.tecta,1
llaviucu_diatoms_counts,150,2931,2946,NA,Eunotia.tecta,1
llaviucu_diatoms_counts,4,-51,-46,NA,Fallacia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,153,2961,2962,NA,Fallacia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,180,3208,3227,NA,Fallacia.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,10,-28,-25,NA,Fragilaria.capucina.var.gracilis,3
llaviucu_diatoms_counts,11,-25,-21,NA,Fragilaria.capucina.var.gracilis,5
llaviucu_diatoms_counts,12,-21,-15,NA,Fragilaria.capucina.var.gracilis,1
llaviucu_diatoms_counts,14,-13,-8,NA,Fragilaria.capucina.var.gracilis,1
llaviucu_diatoms_counts,15,-8,-6,NA,Fragilaria.capucina.var.gracilis,1
llaviucu_diatoms_counts,20,16,24,NA,Fragilaria.capucina.var.gracilis,3
llaviucu_diatoms_counts,68,787,850,NA,Fragilaria.capucina.var.gracilis,37
llaviucu_diatoms_counts,55,317,349,NA,Fragilaria.capucina,13
llaviucu_diatoms_counts,65,632,681,NA,Fragilaria.capucina,37
llaviucu_diatoms_counts,68,787,850,NA,Fragilaria.capucina,37
llaviucu_diatoms_counts,70,914,970,NA,Fragilaria.capucina,13
llaviucu_diatoms_counts,28,78,85,NA,Fragilaria.cf.amphicephala,3
llaviucu_diatoms_counts,175,3162,3172,NA,Fragilaria.cf.amphicephala,3
llaviucu_diatoms_counts,178,3194,3208,NA,Fragilaria.cf.amphicephala,1
llaviucu_diatoms_counts,180,3208,3227,NA,Fragilaria.cf.amphicephala,3
llaviucu_diatoms_counts,185,3227,3245,NA,Fragilaria.cf.amphicephala,1
llaviucu_diatoms_counts,1,-63,-59,NA,Fragilaria.cf.capucina,7
llaviucu_diatoms_counts,2,-59,-55,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,3,-55,-51,NA,Fragilaria.cf.capucina,11
llaviucu_diatoms_counts,4,-51,-46,NA,Fragilaria.cf.capucina,14
llaviucu_diatoms_counts,5,-46,-42,NA,Fragilaria.cf.capucina,4
llaviucu_diatoms_counts,6,-42,-38,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,7,-38,-35,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,8,-35,-31,NA,Fragilaria.cf.capucina,3
llaviucu_diatoms_counts,9,-31,-28,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,10,-28,-25,NA,Fragilaria.cf.capucina,3
llaviucu_diatoms_counts,12,-21,-15,NA,Fragilaria.cf.capucina,6
llaviucu_diatoms_counts,13,-15,-13,NA,Fragilaria.cf.capucina,5
llaviucu_diatoms_counts,14,-13,-8,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,15,-8,-6,NA,Fragilaria.cf.capucina,7
llaviucu_diatoms_counts,16,-6,3,NA,Fragilaria.cf.capucina,9
llaviucu_diatoms_counts,17,3,9,NA,Fragilaria.cf.capucina,6
llaviucu_diatoms_counts,18,9,11,NA,Fragilaria.cf.capucina,8
llaviucu_diatoms_counts,19,11,16,NA,Fragilaria.cf.capucina,3
llaviucu_diatoms_counts,20,16,24,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,21,24,35,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,22,35,45,NA,Fragilaria.cf.capucina,5
llaviucu_diatoms_counts,23,45,46,NA,Fragilaria.cf.capucina,4
llaviucu_diatoms_counts,24,46,54,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,25,54,63,NA,Fragilaria.cf.capucina,3
llaviucu_diatoms_counts,26,63,71,NA,Fragilaria.cf.capucina,2
llaviucu_diatoms_counts,27,71,78,NA,Fragilaria.cf.capucina,1
llaviucu_diatoms_counts,28,78,85,NA,Fragilaria.cf.capucina,5
llaviucu_diatoms_counts,29,85,88,NA,Fragilaria.cf.capucina,9
llaviucu_diatoms_counts,30,88,93,NA,Fragilaria.cf.capucina,24
llaviucu_diatoms_counts,31,93,99,NA,Fragilaria.cf.capucina,51
llaviucu_diatoms_counts,33,104,110,NA,Fragilaria.cf.capucina,45
llaviucu_diatoms_counts,35,114,115,NA,Fragilaria.cf.capucina,12
llaviucu_diatoms_counts,37,115,121,NA,Fragilaria.cf.capucina,45
llaviucu_diatoms_counts,38,121,123,NA,Fragilaria.cf.capucina,33
llaviucu_diatoms_counts,40,126,127,NA,Fragilaria.cf.capucina,35
llaviucu_diatoms_counts,41,127,135,NA,Fragilaria.cf.capucina,31
llaviucu_diatoms_counts,43,144,154,NA,Fragilaria.cf.capucina,45
llaviucu_diatoms_counts,45,166,180,NA,Fragilaria.cf.capucina,34
llaviucu_diatoms_counts,47,180,184,NA,Fragilaria.cf.capucina,75
llaviucu_diatoms_counts,49,200,218,NA,Fragilaria.cf.capucina,26
llaviucu_diatoms_counts,50,218,239,NA,Fragilaria.cf.capucina,70
llaviucu_diatoms_counts,52,251,262,NA,Fragilaria.cf.capucina,53
llaviucu_diatoms_counts,53,262,288,NA,Fragilaria.cf.capucina,63
llaviucu_diatoms_counts,57,385,424,NA,Fragilaria.cf.capucina,58
llaviucu_diatoms_counts,59,445,456,NA,Fragilaria.cf.capucina,52
llaviucu_diatoms_counts,60,456,501,NA,Fragilaria.cf.capucina,73
llaviucu_diatoms_counts,61,501,519,NA,Fragilaria.cf.capucina,55
llaviucu_diatoms_counts,63,540,587,NA,Fragilaria.cf.capucina,92
llaviucu_diatoms_counts,64,587,632,NA,Fragilaria.cf.capucina,57
llaviucu_diatoms_counts,65,632,681,NA,Fragilaria.cf.capucina,58
llaviucu_diatoms_counts,67,724,787,NA,Fragilaria.cf.capucina,49
llaviucu_diatoms_counts,70,914,970,NA,Fragilaria.cf.capucina,44
llaviucu_diatoms_counts,73,1038,1097,NA,Fragilaria.cf.capucina,49
llaviucu_diatoms_counts,75,1155,1206,NA,Fragilaria.cf.capucina,77
llaviucu_diatoms_counts,78,1255,1308,NA,Fragilaria.cf.capucina,45
llaviucu_diatoms_counts,80,1349,1354,NA,Fragilaria.cf.capucina,6
llaviucu_diatoms_counts,83,1430,1458,NA,Fragilaria.cf.capucina,20
llaviucu_diatoms_counts,85,1505,1550,NA,Fragilaria.cf.capucina,46
llaviucu_diatoms_counts,88,1636,1655,NA,Fragilaria.cf.capucina,37
llaviucu_diatoms_counts,90,1690,1703,NA,Fragilaria.cf.capucina,20
llaviucu_diatoms_counts,91,1703,1742,NA,Fragilaria.cf.capucina,15
llaviucu_diatoms_counts,93,1765,1802,NA,Fragilaria.cf.capucina,27
llaviucu_diatoms_counts,95,1839,1874,NA,Fragilaria.cf.capucina,7
llaviucu_diatoms_counts,97,1908,1941,NA,Fragilaria.cf.capucina,22
llaviucu_diatoms_counts,98,1941,1973,NA,Fragilaria.cf.capucina,23
llaviucu_diatoms_counts,101,2035,2052,NA,Fragilaria.cf.capucina,22
llaviucu_diatoms_counts,103,2070,2099,NA,Fragilaria.cf.capucina,27
llaviucu_diatoms_counts,105,2127,2155,NA,Fragilaria.cf.capucina,9
llaviucu_diatoms_counts,107,2182,2208,NA,Fragilaria.cf.capucina,19
llaviucu_diatoms_counts,108,2208,2234,NA,Fragilaria.cf.capucina,10
llaviucu_diatoms_counts,110,2260,2285,NA,Fragilaria.cf.capucina,19
llaviucu_diatoms_counts,111,2285,2310,NA,Fragilaria.cf.capucina,12
llaviucu_diatoms_counts,114,2358,2382,NA,Fragilaria.cf.capucina,36
llaviucu_diatoms_counts,115,2382,2405,NA,Fragilaria.cf.capucina,39
llaviucu_diatoms_counts,118,2450,2472,NA,Fragilaria.cf.capucina,59
llaviucu_diatoms_counts,120,2488,2509,NA,Fragilaria.cf.capucina,45
llaviucu_diatoms_counts,121,2509,2531,NA,Fragilaria.cf.capucina,27
llaviucu_diatoms_counts,123,2551,2572,NA,Fragilaria.cf.capucina,19
llaviucu_diatoms_counts,125,2586,2591,NA,Fragilaria.cf.capucina,28
llaviucu_diatoms_counts,128,2613,2616,NA,Fragilaria.cf.capucina,60
llaviucu_diatoms_counts,131,2649,2668,NA,Fragilaria.cf.capucina,58
llaviucu_diatoms_counts,133,2687,2705,NA,Fragilaria.cf.capucina,41
llaviucu_diatoms_counts,135,2707,2717,NA,Fragilaria.cf.capucina,40
llaviucu_diatoms_counts,137,2735,2752,NA,Fragilaria.cf.capucina,58
llaviucu_diatoms_counts,138,2752,2759,NA,Fragilaria.cf.capucina,44
llaviucu_diatoms_counts,140,2776,2793,NA,Fragilaria.cf.capucina,58
llaviucu_diatoms_counts,141,2793,2803,NA,Fragilaria.cf.capucina,51
llaviucu_diatoms_counts,143,2820,2836,NA,Fragilaria.cf.capucina,41
llaviucu_diatoms_counts,145,2852,2868,NA,Fragilaria.cf.capucina,9
llaviucu_diatoms_counts,147,2884,2900,NA,Fragilaria.cf.capucina,25
llaviucu_diatoms_counts,150,2931,2946,NA,Fragilaria.cf.capucina,35
llaviucu_diatoms_counts,153,2961,2962,NA,Fragilaria.cf.capucina,27
llaviucu_diatoms_counts,155,2967,2982,NA,Fragilaria.cf.capucina,30
llaviucu_diatoms_counts,157,2997,3000,NA,Fragilaria.cf.capucina,24
llaviucu_diatoms_counts,158,3000,3003,NA,Fragilaria.cf.capucina,25
llaviucu_diatoms_counts,160,3016,3028,NA,Fragilaria.cf.capucina,37
llaviucu_diatoms_counts,162,3036,3045,NA,Fragilaria.cf.capucina,19
llaviucu_diatoms_counts,163,3045,3060,NA,Fragilaria.cf.capucina,24
llaviucu_diatoms_counts,165,3064,3075,NA,Fragilaria.cf.capucina,13
llaviucu_diatoms_counts,167,3083,3096,NA,Fragilaria.cf.capucina,15
llaviucu_diatoms_counts,169,3104,3113,NA,Fragilaria.cf.capucina,57
llaviucu_diatoms_counts,170,3113,3123,NA,Fragilaria.cf.capucina,34
llaviucu_diatoms_counts,173,3140,3151,NA,Fragilaria.cf.capucina,30
llaviucu_diatoms_counts,175,3162,3172,NA,Fragilaria.cf.capucina,32
llaviucu_diatoms_counts,177,3181,3194,NA,Fragilaria.cf.capucina,47
llaviucu_diatoms_counts,178,3194,3208,NA,Fragilaria.cf.capucina,33
llaviucu_diatoms_counts,180,3208,3227,NA,Fragilaria.cf.capucina,26
llaviucu_diatoms_counts,185,3227,3245,NA,Fragilaria.cf.capucina,24
llaviucu_diatoms_counts,35,114,115,NA,Fragilaria.cf.filiformis,3
llaviucu_diatoms_counts,40,126,127,NA,Fragilaria.cf.filiformis,2
llaviucu_diatoms_counts,45,166,180,NA,Fragilaria.cf.filiformis,1
llaviucu_diatoms_counts,65,632,681,NA,Fragilaria.cf.filiformis,1
