proxy,depth,upper_age,lower_age,age,variable,count
llaviucu_diatoms_counts,121,2509,2531,NA,Pseudostaurosira.brevistriata,2
llaviucu_diatoms_counts,123,2551,2572,NA,Pseudostaurosira.brevistriata,4
llaviucu_diatoms_counts,125,2586,2591,NA,Pseudostaurosira.brevistriata,4
llaviucu_diatoms_counts,137,2735,2752,NA,Pseudostaurosira.brevistriata,5
llaviucu_diatoms_counts,140,2776,2793,NA,Pseudostaurosira.brevistriata,3
llaviucu_diatoms_counts,141,2793,2803,NA,Pseudostaurosira.brevistriata,4
llaviucu_diatoms_counts,145,2852,2868,NA,Pseudostaurosira.brevistriata,1
llaviucu_diatoms_counts,153,2961,2962,NA,Pseudostaurosira.brevistriata,4
llaviucu_diatoms_counts,155,2967,2982,NA,Pseudostaurosira.brevistriata,9
llaviucu_diatoms_counts,157,2997,3000,NA,Pseudostaurosira.brevistriata,6
llaviucu_diatoms_counts,158,3000,3003,NA,Pseudostaurosira.brevistriata,7
llaviucu_diatoms_counts,170,3113,3123,NA,Pseudostaurosira.brevistriata,5
llaviucu_diatoms_counts,173,3140,3151,NA,Pseudostaurosira.brevistriata,1
llaviucu_diatoms_counts,175,3162,3172,NA,Pseudostaurosira.brevistriata,5
llaviucu_diatoms_counts,177,3181,3194,NA,Pseudostaurosira.brevistriata,5
llaviucu_diatoms_counts,41,127,135,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,85,1505,1550,NA,Pseudostaurosira.brevistriata.var.inflata,3
llaviucu_diatoms_counts,88,1636,1655,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,90,1690,1703,NA,Pseudostaurosira.brevistriata.var.inflata,8
llaviucu_diatoms_counts,91,1703,1742,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,93,1765,1802,NA,Pseudostaurosira.brevistriata.var.inflata,2
llaviucu_diatoms_counts,95,1839,1874,NA,Pseudostaurosira.brevistriata.var.inflata,2
llaviucu_diatoms_counts,97,1908,1941,NA,Pseudostaurosira.brevistriata.var.inflata,2
llaviucu_diatoms_counts,98,1941,1973,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,105,2127,2155,NA,Pseudostaurosira.brevistriata.var.inflata,7
llaviucu_diatoms_counts,107,2182,2208,NA,Pseudostaurosira.brevistriata.var.inflata,3
llaviucu_diatoms_counts,108,2208,2234,NA,Pseudostaurosira.brevistriata.var.inflata,13
llaviucu_diatoms_counts,110,2260,2285,NA,Pseudostaurosira.brevistriata.var.inflata,3
llaviucu_diatoms_counts,111,2285,2310,NA,Pseudostaurosira.brevistriata.var.inflata,20
llaviucu_diatoms_counts,145,2852,2868,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,147,2884,2900,NA,Pseudostaurosira.brevistriata.var.inflata,7
llaviucu_diatoms_counts,150,2931,2946,NA,Pseudostaurosira.brevistriata.var.inflata,3
llaviucu_diatoms_counts,158,3000,3003,NA,Pseudostaurosira.brevistriata.var.inflata,3
llaviucu_diatoms_counts,160,3016,3028,NA,Pseudostaurosira.brevistriata.var.inflata,2
llaviucu_diatoms_counts,162,3036,3045,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,163,3045,3060,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,165,3064,3075,NA,Pseudostaurosira.brevistriata.var.inflata,20
llaviucu_diatoms_counts,169,3104,3113,NA,Pseudostaurosira.brevistriata.var.inflata,3
llaviucu_diatoms_counts,170,3113,3123,NA,Pseudostaurosira.brevistriata.var.inflata,1
llaviucu_diatoms_counts,175,3162,3172,NA,Pseudostaurosira.brevistriata.var.inflata,5
llaviucu_diatoms_counts,177,3181,3194,NA,Pseudostaurosira.brevistriata.var.inflata,6
llaviucu_diatoms_counts,178,3194,3208,NA,Pseudostaurosira.brevistriata.var.inflata,2
llaviucu_diatoms_counts,185,3227,3245,NA,Pseudostaurosira.brevistriata.var.inflata,11
llaviucu_diatoms_counts,8,-35,-31,NA,Pseudostaurosira.parasitica.1,1
llaviucu_diatoms_counts,10,-28,-25,NA,Pseudostaurosira.parasitica.1,1
llaviucu_diatoms_counts,1,-63,-59,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,5,-46,-42,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,6,-42,-38,NA,Reimeria.sinuata,2
llaviucu_diatoms_counts,7,-38,-35,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,8,-35,-31,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,10,-28,-25,NA,Reimeria.sinuata,2
llaviucu_diatoms_counts,12,-21,-15,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,15,-8,-6,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,16,-6,3,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,19,11,16,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,20,16,24,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,23,45,46,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,29,85,88,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,38,121,123,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,45,166,180,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,52,251,262,NA,Reimeria.sinuata,3
llaviucu_diatoms_counts,55,317,349,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,61,501,519,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,88,1636,1655,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,90,1690,1703,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,101,2035,2052,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,121,2509,2531,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,137,2735,2752,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,153,2961,2962,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,175,3162,3172,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,180,3208,3227,NA,Reimeria.sinuata,1
llaviucu_diatoms_counts,63,540,587,NA,Rhopalodia.brebissoni,2
llaviucu_diatoms_counts,135,2707,2717,NA,Rhopalodia.brebissoni,1
llaviucu_diatoms_counts,140,2776,2793,NA,Rhopalodia.brebissoni,1
llaviucu_diatoms_counts,30,88,93,NA,Rhopalodia.gibba,1
llaviucu_diatoms_counts,40,126,127,NA,Rhopalodia.gibba,1
llaviucu_diatoms_counts,45,166,180,NA,Rhopalodia.gibba,1
llaviucu_diatoms_counts,88,1636,1655,NA,Rhopalodia.gibba,2
llaviucu_diatoms_counts,90,1690,1703,NA,Rhopalodia.gibba,1
llaviucu_diatoms_counts,143,2820,2836,NA,Rhopalodia.gibba,1
llaviucu_diatoms_counts,162,3036,3045,NA,Rhopalodia.gibba,1
llaviucu_diatoms_counts,169,3104,3113,NA,Rhopalodia.gibba,5
llaviucu_diatoms_counts,35,114,115,NA,Rhopalodia.musculus,1
llaviucu_diatoms_counts,67,724,787,NA,Rhopalodia.musculus,1
llaviucu_diatoms_counts,114,2358,2382,NA,Sellaphora.laevissima,1
llaviucu_diatoms_counts,125,2586,2591,NA,Sellaphora.laevissima,1
llaviucu_diatoms_counts,133,2687,2705,NA,Sellaphora.laevissima,1
llaviucu_diatoms_counts,137,2735,2752,NA,Sellaphora.laevissima,1
llaviucu_diatoms_counts,140,2776,2793,NA,Sellaphora.laevissima,2
llaviucu_diatoms_counts,145,2852,2868,NA,Sellaphora.laevissima,1
llaviucu_diatoms_counts,150,2931,2946,NA,Sellaphora.laevissima,2
llaviucu_diatoms_counts,170,3113,3123,NA,Sellaphora.laevissima,2
llaviucu_diatoms_counts,1,-63,-59,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,2,-59,-55,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,10,-28,-25,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,13,-15,-13,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,19,11,16,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,25,54,63,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,26,63,71,NA,Sellaphora.pupula,6
llaviucu_diatoms_counts,27,71,78,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,29,85,88,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,30,88,93,NA,Sellaphora.pupula,13
llaviucu_diatoms_counts,33,104,110,NA,Sellaphora.pupula,12
llaviucu_diatoms_counts,35,114,115,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,37,115,121,NA,Sellaphora.pupula,15
llaviucu_diatoms_counts,38,121,123,NA,Sellaphora.pupula,15
llaviucu_diatoms_counts,40,126,127,NA,Sellaphora.pupula,24
llaviucu_diatoms_counts,41,127,135,NA,Sellaphora.pupula,15
llaviucu_diatoms_counts,43,144,154,NA,Sellaphora.pupula,34
llaviucu_diatoms_counts,45,166,180,NA,Sellaphora.pupula,32
llaviucu_diatoms_counts,47,180,184,NA,Sellaphora.pupula,5
llaviucu_diatoms_counts,50,218,239,NA,Sellaphora.pupula,20
llaviucu_diatoms_counts,53,262,288,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,55,317,349,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,59,445,456,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,64,587,632,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,67,724,787,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,68,787,850,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,70,914,970,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,73,1038,1097,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,75,1155,1206,NA,Sellaphora.pupula,7
llaviucu_diatoms_counts,78,1255,1308,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,80,1349,1354,NA,Sellaphora.pupula,12
llaviucu_diatoms_counts,83,1430,1458,NA,Sellaphora.pupula,9
llaviucu_diatoms_counts,88,1636,1655,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,91,1703,1742,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,93,1765,1802,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,95,1839,1874,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,98,1941,1973,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,101,2035,2052,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,103,2070,2099,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,105,2127,2155,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,110,2260,2285,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,111,2285,2310,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,114,2358,2382,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,115,2382,2405,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,118,2450,2472,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,120,2488,2509,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,123,2551,2572,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,131,2649,2668,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,135,2707,2717,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,138,2752,2759,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,141,2793,2803,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,143,2820,2836,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,155,2967,2982,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,158,3000,3003,NA,Sellaphora.pupula,6
llaviucu_diatoms_counts,160,3016,3028,NA,Sellaphora.pupula,3
llaviucu_diatoms_counts,163,3045,3060,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,165,3064,3075,NA,Sellaphora.pupula,4
llaviucu_diatoms_counts,167,3083,3096,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,169,3104,3113,NA,Sellaphora.pupula,5
llaviucu_diatoms_counts,170,3113,3123,NA,Sellaphora.pupula,4
llaviucu_diatoms_counts,173,3140,3151,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,175,3162,3172,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,177,3181,3194,NA,Sellaphora.pupula,2
llaviucu_diatoms_counts,185,3227,3245,NA,Sellaphora.pupula,1
llaviucu_diatoms_counts,27,71,78,NA,Sellaphora.stroenii,3
llaviucu_diatoms_counts,60,456,501,NA,Sellaphora.stroenii,1
llaviucu_diatoms_counts,19,11,16,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,26,63,71,NA,Stauroneis.anceps,2
llaviucu_diatoms_counts,38,121,123,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,83,1430,1458,NA,Stauroneis.anceps,3
llaviucu_diatoms_counts,93,1765,1802,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,107,2182,2208,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,114,2358,2382,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,115,2382,2405,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,143,2820,2836,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,175,3162,3172,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,178,3194,3208,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,180,3208,3227,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,185,3227,3245,NA,Stauroneis.anceps,1
llaviucu_diatoms_counts,47,180,184,NA,Stauroneis.gracilis,1
llaviucu_diatoms_counts,50,218,239,NA,Stauroneis.gracilis,1
llaviucu_diatoms_counts,57,385,424,NA,Stauroneis.gracilis,1
llaviucu_diatoms_counts,153,2961,2962,NA,Stauroneis.gracilis,1
llaviucu_diatoms_counts,155,2967,2982,NA,Stauroneis.gracilis,1
llaviucu_diatoms_counts,1,-63,-59,NA,Staurosira.construens.var.venter,8
llaviucu_diatoms_counts,3,-55,-51,NA,Staurosira.construens.var.venter,2
llaviucu_diatoms_counts,4,-51,-46,NA,Staurosira.construens.var.venter,13
llaviucu_diatoms_counts,5,-46,-42,NA,Staurosira.construens.var.venter,10
llaviucu_diatoms_counts,6,-42,-38,NA,Staurosira.construens.var.venter,23
llaviucu_diatoms_counts,7,-38,-35,NA,Staurosira.construens.var.venter,18
llaviucu_diatoms_counts,8,-35,-31,NA,Staurosira.construens.var.venter,13
llaviucu_diatoms_counts,11,-25,-21,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,12,-21,-15,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,27,71,78,NA,Staurosira.construens.var.venter,3
llaviucu_diatoms_counts,28,78,85,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,61,501,519,NA,Staurosira.construens.var.venter,5
llaviucu_diatoms_counts,65,632,681,NA,Staurosira.construens.var.venter,4
llaviucu_diatoms_counts,73,1038,1097,NA,Staurosira.construens.var.venter,8
llaviucu_diatoms_counts,75,1155,1206,NA,Staurosira.construens.var.venter,62
llaviucu_diatoms_counts,80,1349,1354,NA,Staurosira.construens.var.venter,45
llaviucu_diatoms_counts,85,1505,1550,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,91,1703,1742,NA,Staurosira.construens.var.venter,4
llaviucu_diatoms_counts,97,1908,1941,NA,Staurosira.construens.var.venter,3
llaviucu_diatoms_counts,101,2035,2052,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,105,2127,2155,NA,Staurosira.construens.var.venter,7
llaviucu_diatoms_counts,110,2260,2285,NA,Staurosira.construens.var.venter,8
llaviucu_diatoms_counts,120,2488,2509,NA,Staurosira.construens.var.venter,5
llaviucu_diatoms_counts,121,2509,2531,NA,Staurosira.construens.var.venter,9
llaviucu_diatoms_counts,123,2551,2572,NA,Staurosira.construens.var.venter,7
llaviucu_diatoms_counts,125,2586,2591,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,128,2613,2616,NA,Staurosira.construens.var.venter,5
llaviucu_diatoms_counts,131,2649,2668,NA,Staurosira.construens.var.venter,10
llaviucu_diatoms_counts,143,2820,2836,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,162,3036,3045,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,165,3064,3075,NA,Staurosira.construens.var.venter,1
llaviucu_diatoms_counts,169,3104,3113,NA,Staurosira.construens.var.venter,2
llaviucu_diatoms_counts,175,3162,3172,NA,Staurosira.construens.var.venter,3
llaviucu_diatoms_counts,178,3194,3208,NA,Staurosira.construens.var.venter,4
llaviucu_diatoms_counts,180,3208,3227,NA,Staurosira.construens.var.venter,15
llaviucu_diatoms_counts,16,-6,3,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,30,88,93,NA,Staurosira.sp.1.LLAVIUCU,14
llaviucu_diatoms_counts,40,126,127,NA,Staurosira.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,45,166,180,NA,Staurosira.sp.1.LLAVIUCU,3
llaviucu_diatoms_counts,53,262,288,NA,Staurosira.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,63,540,587,NA,Staurosira.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,67,724,787,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,88,1636,1655,NA,Staurosira.sp.1.LLAVIUCU,4
llaviucu_diatoms_counts,95,1839,1874,NA,Staurosira.sp.1.LLAVIUCU,5
llaviucu_diatoms_counts,101,2035,2052,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,103,2070,2099,NA,Staurosira.sp.1.LLAVIUCU,5
llaviucu_diatoms_counts,105,2127,2155,NA,Staurosira.sp.1.LLAVIUCU,14
llaviucu_diatoms_counts,107,2182,2208,NA,Staurosira.sp.1.LLAVIUCU,20
llaviucu_diatoms_counts,110,2260,2285,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,114,2358,2382,NA,Staurosira.sp.1.LLAVIUCU,8
llaviucu_diatoms_counts,115,2382,2405,NA,Staurosira.sp.1.LLAVIUCU,1
llaviucu_diatoms_counts,118,2450,2472,NA,Staurosira.sp.1.LLAVIUCU,8
llaviucu_diatoms_counts,120,2488,2509,NA,Staurosira.sp.1.LLAVIUCU,15
llaviucu_diatoms_counts,138,2752,2759,NA,Staurosira.sp.1.LLAVIUCU,5
llaviucu_diatoms_counts,147,2884,2900,NA,Staurosira.sp.1.LLAVIUCU,3
llaviucu_diatoms_counts,155,2967,2982,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,170,3113,3123,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,178,3194,3208,NA,Staurosira.sp.1.LLAVIUCU,2
llaviucu_diatoms_counts,26,63,71,NA,Staurosira.sp.1.NAPALE,1
llaviucu_diatoms_counts,29,85,88,NA,Staurosira.sp.1.NAPALE,2
llaviucu_diatoms_counts,123,2551,2572,NA,Staurosira.sp.1.NAPALE,29
llaviucu_diatoms_counts,125,2586,2591,NA,Staurosira.sp.1.NAPALE,21
llaviucu_diatoms_counts,128,2613,2616,NA,Staurosira.sp.1.NAPALE,4
llaviucu_diatoms_counts,131,2649,2668,NA,Staurosira.sp.1.NAPALE,2
llaviucu_diatoms_counts,137,2735,2752,NA,Staurosira.sp.1.NAPALE,1
llaviucu_diatoms_counts,140,2776,2793,NA,Staurosira.sp.1.NAPALE,2
llaviucu_diatoms_counts,162,3036,3045,NA,Staurosira.sp.1.NAPALE,5
llaviucu_diatoms_counts,180,3208,3227,NA,Staurosira.sp.1.NAPALE,1
llaviucu_diatoms_counts,75,1155,1206,NA,Staurosira.spp,2
llaviucu_diatoms_counts,80,1349,1354,NA,Staurosira.spp,6
llaviucu_diatoms_counts,121,2509,2531,NA,Staurosira.spp,26
llaviucu_diatoms_counts,123,2551,2572,NA,Staurosira.spp,13
llaviucu_diatoms_counts,145,2852,2868,NA,Staurosira.spp,2
llaviucu_diatoms_counts,150,2931,2946,NA,Staurosira.spp,1
llaviucu_diatoms_counts,160,3016,3028,NA,Staurosira.spp,1
llaviucu_diatoms_counts,162,3036,3045,NA,Staurosira.spp,1
llaviucu_diatoms_counts,163,3045,3060,NA,Staurosira.spp,1
llaviucu_diatoms_counts,167,3083,3096,NA,Staurosira.spp,5
llaviucu_diatoms_counts,1,-63,-59,NA,Staurosirella.leptostauron,4
llaviucu_diatoms_counts,3,-55,-51,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,5,-46,-42,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,7,-38,-35,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,12,-21,-15,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,16,-6,3,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,17,3,9,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,18,9,11,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,20,16,24,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,22,35,45,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,24,46,54,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,30,88,93,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,31,93,99,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,33,104,110,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,35,114,115,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,37,115,121,NA,Staurosirella.leptostauron,7
llaviucu_diatoms_counts,38,121,123,NA,Staurosirella.leptostauron,9
llaviucu_diatoms_counts,41,127,135,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,43,144,154,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,45,166,180,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,47,180,184,NA,Staurosirella.leptostauron,5
llaviucu_diatoms_counts,49,200,218,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,50,218,239,NA,Staurosirella.leptostauron,7
llaviucu_diatoms_counts,52,251,262,NA,Staurosirella.leptostauron,5
llaviucu_diatoms_counts,53,262,288,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,59,445,456,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,60,456,501,NA,Staurosirella.leptostauron,9
llaviucu_diatoms_counts,61,501,519,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,63,540,587,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,64,587,632,NA,Staurosirella.leptostauron,6
llaviucu_diatoms_counts,65,632,681,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,67,724,787,NA,Staurosirella.leptostauron,5
llaviucu_diatoms_counts,68,787,850,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,70,914,970,NA,Staurosirella.leptostauron,9
llaviucu_diatoms_counts,73,1038,1097,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,80,1349,1354,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,93,1765,1802,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,95,1839,1874,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,98,1941,1973,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,103,2070,2099,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,105,2127,2155,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,108,2208,2234,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,111,2285,2310,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,115,2382,2405,NA,Staurosirella.leptostauron,11
llaviucu_diatoms_counts,118,2450,2472,NA,Staurosirella.leptostauron,4
llaviucu_diatoms_counts,121,2509,2531,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,123,2551,2572,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,125,2586,2591,NA,Staurosirella.leptostauron,7
llaviucu_diatoms_counts,131,2649,2668,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,133,2687,2705,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,135,2707,2717,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,143,2820,2836,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,145,2852,2868,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,155,2967,2982,NA,Staurosirella.leptostauron,2
llaviucu_diatoms_counts,162,3036,3045,NA,Staurosirella.leptostauron,4
llaviucu_diatoms_counts,163,3045,3060,NA,Staurosirella.leptostauron,1
llaviucu_diatoms_counts,165,3064,3075,NA,Staurosirella.leptostauron,4
llaviucu_diatoms_counts,167,3083,3096,NA,Staurosirella.leptostauron,3
llaviucu_diatoms_counts,1,-63,-59,NA,Staurosirella.pinnata,18
llaviucu_diatoms_counts,2,-59,-55,NA,Staurosirella.pinnata,22
llaviucu_diatoms_counts,3,-55,-51,NA,Staurosirella.pinnata,7
llaviucu_diatoms_counts,4,-51,-46,NA,Staurosirella.pinnata,15
llaviucu_diatoms_counts,5,-46,-42,NA,Staurosirella.pinnata,4
llaviucu_diatoms_counts,6,-42,-38,NA,Staurosirella.pinnata,8
llaviucu_diatoms_counts,7,-38,-35,NA,Staurosirella.pinnata,7
llaviucu_diatoms_counts,8,-35,-31,NA,Staurosirella.pinnata,3
llaviucu_diatoms_counts,9,-31,-28,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,18,9,11,NA,Staurosirella.pinnata,4
llaviucu_diatoms_counts,20,16,24,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,22,35,45,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,23,45,46,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,26,63,71,NA,Staurosirella.pinnata,2
llaviucu_diatoms_counts,27,71,78,NA,Staurosirella.pinnata,3
llaviucu_diatoms_counts,35,114,115,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,45,166,180,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,47,180,184,NA,Staurosirella.pinnata,3
llaviucu_diatoms_counts,50,218,239,NA,Staurosirella.pinnata,5
llaviucu_diatoms_counts,55,317,349,NA,Staurosirella.pinnata,10
llaviucu_diatoms_counts,57,385,424,NA,Staurosirella.pinnata,10
llaviucu_diatoms_counts,59,445,456,NA,Staurosirella.pinnata,3
llaviucu_diatoms_counts,61,501,519,NA,Staurosirella.pinnata,2
llaviucu_diatoms_counts,63,540,587,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,65,632,681,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,73,1038,1097,NA,Staurosirella.pinnata,5
llaviucu_diatoms_counts,75,1155,1206,NA,Staurosirella.pinnata,3
llaviucu_diatoms_counts,90,1690,1703,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,91,1703,1742,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,97,1908,1941,NA,Staurosirella.pinnata,2
llaviucu_diatoms_counts,107,2182,2208,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,108,2208,2234,NA,Staurosirella.pinnata,3
llaviucu_diatoms_counts,110,2260,2285,NA,Staurosirella.pinnata,2
llaviucu_diatoms_counts,111,2285,2310,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,114,2358,2382,NA,Staurosirella.pinnata,1
llaviucu_diatoms_counts,115,2382,2405,NA,Staurosirella.pinnata,4
